ID,TxLat,TxLon,RxLat,RxLon,h_tx__meter,h_rx__meter,f__mhz,d__km,L_meas__db,L_fs__db,L_excess__db,Cnt,Sigma__db
11154,39.992310756,-105.2731667,40.016701,-105.280424,19.2,2.82,3475,2.77815856230981,118.4592,112.144236764445,6.31496323555487,1,0
11155,39.992310756,-105.2731667,40.016702,-105.280419,19.2,2.82,3475,2.77817160148357,118.472554,112.144277531218,6.32827646878222,1,0
11156,39.992310756,-105.2731667,40.016703,-105.280415,19.2,2.82,3475,2.77820373192752,118.467639,112.144377985731,6.32326101426885,1,0
11157,39.992310756,-105.2731667,40.016704,-105.28041,19.2,2.82,3475,2.77821689786593,118.40889,112.144419148161,6.26447085183872,1,0
11158,39.992310756,-105.2731667,40.016705,-105.280406,19.2,2.82,3475,2.77824913114287,118.351545,112.144519922533,6.20702507746709,1,0
11159,39.992310756,-105.2731667,40.016706,-105.280401,19.2,2.82,3475,2.77826242384452,118.336905,112.1445614806,6.19234351940018,1,0
11160,39.992310756,-105.2731667,40.016707,-105.280396,19.2,2.82,3475,2.77827578653084,118.349334,112.144603257265,6.20473074273485,1,0
11161,39.992310756,-105.2731667,40.016708,-105.280392,19.2,2.82,3475,2.77830817940698,118.372311,112.144704528459,6.22760647154054,1,0
11162,39.992310756,-105.2731667,40.016709,-105.280387,19.2,2.82,3475,2.77832166884593,118.40685,112.144746700705,6.26210329929543,1,0
11163,39.992310756,-105.2731667,40.01671,-105.280382,19.2,2.82,3475,2.77833522826991,118.450267,112.144789091539,6.30547790846136,1,0
11164,39.992310756,-105.2731667,40.016711,-105.280378,19.2,2.82,3475,2.77836778072864,118.485804,112.144890859462,6.34091314053765,1,0
11165,39.992310756,-105.2731667,40.016712,-105.280373,19.2,2.82,3475,2.77838146689712,118.509504,112.144933645827,6.36457035417328,1,0
11166,39.992310756,-105.2731667,40.016713,-105.280368,19.2,2.82,3475,2.77839522304428,118.559397,112.144976650749,6.41442034925056,1,0
11167,39.992310756,-105.2731667,40.016714,-105.280364,19.2,2.82,3475,2.77842793507499,118.618349,112.145078915328,6.47327008467219,1,0
11168,39.992310756,-105.2731667,40.016715,-105.280359,19.2,2.82,3475,2.77844181795994,118.626205,112.145122315736,6.48108268426448,1,0
11169,39.992310756,-105.2731667,40.016716,-105.280355,19.2,2.82,3475,2.77847463279185,118.618591,112.145224899969,6.47336610003057,1,0
11170,39.992310756,-105.2731667,40.016717,-105.28035,19.2,2.82,3475,2.77848864240894,118.6203,112.145268695828,6.47503130417236,1,0
11171,39.992310756,-105.2731667,40.016718,-105.280345,19.2,2.82,3475,2.77850272199938,118.620955,112.145312710209,6.4756422897909,1,0
11172,39.992310756,-105.2731667,40.016719,-105.280341,19.2,2.82,3475,2.77853569638032,118.59728,112.145415790955,6.45186420904463,1,0
11173,39.992310756,-105.2731667,40.01672,-105.280336,19.2,2.82,3475,2.77854990269619,118.575267,112.145460200742,6.42980679925834,1,0
11174,39.992310756,-105.2731667,40.016721,-105.280331,19.2,2.82,3475,2.77856417898013,118.544197,112.145504829023,6.3986921709765,1,0
11175,39.992310756,-105.2731667,40.016722,-105.280327,19.2,2.82,3475,2.77859731289454,118.523313,112.145608406191,6.37770459380884,1,0
11176,39.992310756,-105.2731667,40.016723,-105.280322,19.2,2.82,3475,2.77861171589507,118.485737,112.145653429825,6.3400835701747,1,0
11177,39.992310756,-105.2731667,40.016724,-105.280317,19.2,2.82,3475,2.77862618886331,118.406169,112.145698671943,6.26047032805729,1,0
11178,39.992310756,-105.2731667,40.016725,-105.280312,19.2,2.82,3475,2.77864073179432,118.32037,112.145744132525,6.17462586747546,1,0
11179,39.992310756,-105.2731667,40.016726,-105.280308,19.2,2.82,3475,2.77867408197517,118.301193,112.145848382868,6.15534461713155,1,0
11180,39.992310756,-105.2731667,40.016727,-105.280303,19.2,2.82,3475,2.77868875161288,118.310763,112.145894238739,6.16486876126143,1,0
